name,price,original_price,image_url,description,category,brand,predicted_style
素面撞色木耳邊圓領上衣 兩色售,200,NT. 390,https://photo.queenshop.com.tw/01098990/01098990-03.jpg,素面撞色木耳邊圓領上衣選用100%的純棉面料木耳邊造型 增添一絲甜美與活潑感寬版版型 不挑身型搭配裙子 展現甜美復古LOOK!,上衣,QueenShop,"['甜美', '復古']"
簡約素面花苞細肩長洋裝 三色售,390,NT. 790,https://photo.queenshop.com.tw/01087035/01087035-06.jpg,簡約素面花苞細肩長洋裝選用刷刷感面料親膚舒適又帶點設計感下擺花苞縮口設計 穿搭不單調簡單搭配打底衣就能輕鬆出行!,連身,QueenShop,"['簡約', '休閒']"
下擺流蘇編織短版背心罩衫,190,NT. 490,https://photo.queenshop.com.tw/01013448/01013448-99.jpg,下擺流蘇編織短版背心罩衫選用舒適親膚的針織面料編織設計 賦予層次感與細膩手感下擺流蘇細節 增添隨性不羈個性風格內搭洋裝 輕鬆展現度假LOOK!,上衣,QueenShop,"['休閒', '復古']"
微光澤抽皺網紗透膚上衣 三色售,130,NT. 590,https://photo.queenshop.com.tw/01098792/01098792-01.jpg,微光澤抽皺網紗透膚上衣選用舒適柔軟的親膚面料袖抽繩設計 增添整體立體感腰抽皺造型 細節滿滿內加木耳邊高領 輕鬆穿出時尚日系LOOK!,上衣,QueenShop,"['日系', '優雅']"
不規則設計綁帶格紋褲裙,230,NT. 490,https://photo.queenshop.com.tw/03010903/03010903-99.jpg,不規則設計綁帶格紋褲裙選用透氣舒適的純棉布料不規則設計 讓視覺造型更豐富單穿 也能甜美可愛也可以內搭長褲 展現時尚多層次風格~,下身,QueenShop,"['日系', '甜美']"
素面挖背側綁帶細肩心BRA TOP 四色售S/M,150,NT. 290,https://photo.queenshop.com.tw/01041891/01041891-01.jpg,素面挖背側綁帶細肩心BRA TOP選用100%的純棉面料挖背造型 修飾肩背線條側綁帶細節 可調整鬆緊貼心附BRA TOP設計 穿搭更輕鬆自在下身搭配褲裝 穿出日常率性LOOK!,上衣,QueenShop,"['簡約', '休閒']"
精緻刺繡後花花造型印圖T 三色售,400,NT. 490,https://photo.queenshop.com.tw/01039789/01039789-17.jpg,精緻刺繡後花花造型印圖T選用柔軟舒適的純棉面料寬鬆大版版型不挑身形任何人皆合適前精緻刺繡質感滿滿後花花造型印圖俏皮好看簡單搭配就好看時尚！,上衣,QueenShop,"['休閒', '甜美']"
袖抽繩綁帶設計短版透膚襯衫 三色售,120,NT. 490,https://photo.queenshop.com.tw/01025509/01025509-02.jpg,袖抽繩綁帶設計短版透膚襯衫選用輕薄柔軟紗紗面料縮口綁帶設計 打造蓬袖輕盈感透膚造型 穿上仙氣感十足短版剪裁 搭配罩衫更加日系可愛!,上衣,QueenShop,"['日系', '甜美']"
削肩坑條彈性附Bra背心 八色售,250,NT. 390,https://photo.queenshop.com.tw/01041790/01041790-01.jpg,削肩坑條彈性附Bra背心選用柔軟親膚的彈性面料短版版型 修飾身形比例削肩造型 修飾肩部線條附Bra設計 更方便穿搭隨興搭配都甜辣有質感!,上衣,QueenShop,"['休閒', '甜美']"
雙綁帶網紗傘襬透膚背心罩衫 四色售,70,NT. 590,https://photo.queenshop.com.tw/01098826/01098826-01.jpg,雙綁帶網紗傘襬透膚背心罩衫選用舒適親膚的網紗面料雙綁帶設計 細節精緻滿滿透膚質感 營造若隱若現浪漫氛圍內搭長洋裝 輕鬆展現日系感!,上衣,QueenShop,"['日系', '甜美']"
蕾絲緹花雙綁帶透膚罩衫 四色售,110,NT. 490,https://photo.queenshop.com.tw/01098855/01098855-01.jpg,蕾絲緹花雙綁帶透膚罩衫選用柔軟網紗面料蕾絲緹花設計 日系優雅短版剪裁 修飾身型比例簡單搭配褲裝 打造休閒率性穿搭!,上衣,QueenShop,"['日系', '優雅']"
荷葉抽皺剪接傘擺襯衫 兩色售,210,NT. 590,https://photo.queenshop.com.tw/01025538/01025538-06.jpg,荷葉抽皺剪接傘擺襯衫選用舒適透氣又有挺度的純棉布料荷葉剪接設計 為整體增添日系甜美氛圍傘擺版型 修飾腹部線條下身搭配裙裝 展現氣質清新Look~,上衣,QueenShop,"['日系', '甜美']"
洗水側抓皺設計印字短袖上衣,140,NT. 390,https://photo.queenshop.com.tw/01190226/01190226-99.jpg,洗水側抓皺設計印字短袖上衣選用透氣舒適純棉面料採用獨特洗水工藝 復古又有設計感側抓皺造型 增添穿搭小亮點簡單搭配褲裝 打造率性時髦穿搭!,上衣,QueenShop,"['復古', '休閒']"
質感格紋造型短版襯衫 兩色售,100,NT. 490,https://photo.queenshop.com.tw/01025573/01025573-04.jpg,質感格紋造型短版襯衫 選用100%的純棉面料格紋造型 復古活潑可愛短版版型 修飾腰部線條搭配裙子 展現日系感!,上衣,QueenShop,"['日系', '復古']"
木耳邊造型滿版緹花設計上衣 兩色售,150,NT. 290,https://photo.queenshop.com.tw/01097745/01097745-01.jpg,木耳邊造型滿版緹花設計上衣適舒度極高的親膚觸感彈性極佳穿脫自在方便木耳邊領口袖口造型增添整體設計感滿版緹花帶出春夏小女人味簡單搭配穿出日常迷人LOOK！,上衣,QueenShop,"['甜美', '優雅']"
不規則皺皺紋理造型長裙 三色售,320,NT. 790,https://photo.queenshop.com.tw/03021586/03021586-01.jpg,不規則皺皺紋理造型長裙選用輕盈飄逸的透氣布料全鬆緊腰頭與傘擺版型 合適任何身形不規則皺皺紋理造型 為整體增添立體度搭配短版上衣與透紗背心 展現日系甜美穿搭~,下身,QueenShop,"['日系', '甜美']"
皺皺紋理後開衩直筒長裙 四色售,380,NT. 590,https://photo.queenshop.com.tw/03021565/03021565-01.jpg,皺皺紋理後開衩直筒長裙全鬆緊腰頭 合適任何身形直筒版型 修飾下身線條搭配蕾絲上衣 展現優雅氣質穿搭~,下身,QueenShop,['優雅']
柏心聯名 刺繡小花削肩透紗短洋裝-杏  S/M,270,NT. 1180,https://photo.queenshop.com.tw/01086998/01086998-12.jpg,柏心聯名 刺繡小花削肩透紗短洋裝選用舒適柔軟的親膚面料削肩設計 優雅展露鎖骨線條小花刺繡造型 整體增添細節美感搭配長靴 展現充滿浪漫與俏皮的氣息,連身,QueenShop,"['優雅', '甜美']"
單口袋素色寬版長袖襯衫 三色售,270,NT. 590,https://photo.queenshop.com.tw/01025544/01025544-05.jpg,單口袋素面寬版純棉長袖襯衫選用柔軟透氣純棉面料寬版版型 合適所有身型簡約素面設計 隨意搭配都時髦好看簡單搭配褲裝 打造休閒簡約穿搭,上衣,QueenShop,"['簡約', '休閒']"
簡約素面短版合身上衣 六色售 S/M,150,NT. 290,https://photo.queenshop.com.tw/01039839/01039839-01.jpg,簡約素面短版合身上衣選用柔軟親膚的100%純棉面料短版版型 修飾身形比例簡約素面設計 百撘又實穿隨興搭配就日常好看!,上衣,QueenShop,['簡約']
渲染剪接木耳邊透膚高領上衣 兩色售,70,NT. 390,https://photo.queenshop.com.tw/01098699/01098699-01.jpg,渲染剪接木耳邊透膚高領上衣選用親膚柔軟面料獨特的水墨渲染設計木耳邊剪接造型 增添穿搭亮點簡單搭配洋裝 輕鬆時髦有型,上衣,QueenShop,"['優雅', '甜美']"
前中褶線設計短版削肩背心 四色售,100,NT. 290,https://photo.queenshop.com.tw/01150433/01150433-01.jpg,前中褶線設計短版削肩背心選用親膚柔軟棉質面料前中褶線造型 單穿不單調經典削肩設計 修飾手臂線條簡單搭配就能清爽時髦出行!,上衣,QueenShop,"['簡約', '休閒']"
方格緹花造型木耳邊高領上衣 兩色售,150,NT. 490,https://photo.queenshop.com.tw/01098578/01098578-01.jpg,方格緹花造型木耳邊高領上衣選用柔軟親膚針織面料方格提花紋理 增添穿搭點綴 彈性面料 合適所有身型簡單搭配洋裝 打造日系感穿搭LOOK!,上衣,QueenShop,"['日系', '甜美']"
質感剪接設計錐型牛仔褲 S/M/L,460,NT. 790,https://photo.queenshop.com.tw/04011785/04011785-99.jpg,質感剪接設計錐型牛仔褲選用輕盈透氣的薄牛仔布料錐形版型 修飾雙腿線條更筆直剪接設計 為造型增添亮點簡單搭配都好看又有型~,下身,QueenShop,"['簡約', '休閒']"
牛仔剪接造型繭型八分褲 兩色售,560,NT. 690,https://photo.queenshop.com.tw/04011824/04011824-01.jpg,牛仔剪接造型繭型八分褲選用經典好搭好穿的牛仔布料繭型版型 修飾下身線條八分褲造型 充滿日系復古氛圍上身搭配寬版圖T 展現活力俏皮Look~,下身,QueenShop,"['日系', '復古']"
坑條抽繩設計五分單車褲 兩色售,200,NT. 490,https://photo.queenshop.com.tw/04101642/04101642-01.jpg,Made in Korea坑條抽繩設計五分單車褲 韓國選品系列彈性面料穿著舒適自在抽繩坑條造型簡單又不失個性可休閒也可帥氣的高CP單品搭配棒帽嶄露率性LOOK,下身,QueenShop,"['韓系', '休閒']"
立體點點緹花透膚綁帶罩衫 兩色售,120,NT. 490,https://photo.queenshop.com.tw/02071634/02071634-01.jpg,立體點點緹花透膚綁帶罩衫選用親膚柔軟面料點點緹花設計 日系感十足短版剪裁 修飾身型比例搭配裙裝 打造日系甜美風穿搭!,上衣,QueenShop,"['日系', '甜美']"
鏤空織紋雙口袋短袖襯衫 三色售,250,NT. 590,https://photo.queenshop.com.tw/01025540/01025540-01.jpg,鏤空織紋雙口袋短袖襯衫選用柔軟舒適針織面料寬版版型 合適所有身型鏤空針織設計 增添整體造型感簡單搭配褲裝 打造率性休閒穿搭!,上衣,QueenShop,"['休閒', '街頭']"
氣球下擺附領帶細肩背心罩衫 三色售,250,NT. 690,https://photo.queenshop.com.tw/01098864/01098864-01.jpg,氣球下擺附領帶細肩背心罩衫 選用100%的純棉面料氣球下擺創造可愛蓬鬆的輪廓感附領帶 可自由打結、垂墜或繫成蝴蝶結下身搭配長裙 展現甜美LOOK!,上衣,QueenShop,['甜美']
木耳邊細褶坑條高領透膚上衣 四色售,200,NT. 390,https://photo.queenshop.com.tw/01051467/01051467-11.jpg,木耳邊細褶坑條高領透膚上衣選用舒適柔軟的親膚面料透膚設計 若隱若現增添層次度立體細褶坑條造型 設計感滿滿搭配洋裝 穿出日系精緻Look!,上衣,QueenShop,"['日系', '優雅']"
棉花糖 V領肩抽皺罩衫背心 三色售 M/L/XL,60,NT. 590,https://photo.queenshop.com.tw/01098942/01098942-01.jpg,棉花糖 V領肩抽皺罩衫背心選用舒適柔軟的親膚面料肩抽皺設計 細節滿滿前綁帶造型 增添日系俏皮感內搭木耳邊上衣 展現春日活潑穿搭,上衣,QueenShop,"['日系', '甜美']"
坑條素色短襪 11色售,70,NT. 79,https://photo.queenshop.com.tw/07110342/07110342-01.jpg,點選各顏色將能瀏覽不同顏色的商品內容。Made in Korea坑條素色短襪素面百搭多色款式任君挑選伸縮彈性極佳的棉料材質多次清洗也沒有惱人的鬆脫感隨意搭配不管裙子或褲子都能穿出戶外好品味～,配件,QueenShop,"['韓系', '休閒']"
菱格羽毛緹花細肩長洋裝 兩色售,330,NT. 690,https://photo.queenshop.com.tw/01087032/01087032-03.jpg,菱格羽毛緹花細肩長洋裝選用輕盈透氣的舒適面料菱格羽毛緹花 別緻又帶有優雅氣息可調式肩帶 合適任何身形內搭合身上衣 展現甜美溫柔Look~,連身,QueenShop,"['優雅', '甜美']"
兩面穿撞色木耳邊透膚上衣 三色售,170,NT. 490,https://photo.queenshop.com.tw/01098805/01098805-01.jpg,兩面穿撞色木耳邊透膚上衣選用透氣親膚面料日系感十足的輕薄透紗與木耳邊設計 前後兩穿 呈現多種視覺效果單穿疊穿都可愛百搭,上衣,QueenShop,"['日系', '甜美']"
前口袋設計條紋寬版襯衫 兩色售,250,NT. 590,https://photo.queenshop.com.tw/01025586/01025586-04.jpg,前口袋設計條紋寬版襯衫 選用親膚棉質面料高飽和度色彩設計 穿上日系感滿滿經典條紋造型 時髦百搭寬版剪裁 合適所有身型,上衣,QueenShop,"['日系', '休閒']"
荷葉綁帶設計透膚罩衫背心 三色售,60,NT. 490,https://photo.queenshop.com.tw/01098555/01098555-01.jpg,荷葉綁帶設計透膚罩衫背心選用輕薄柔軟紗紗面料荷葉邊造型 視覺上更有層次感內加襯衫背心都十分適配下著裙裝 打造飄逸感甜美穿搭!,上衣,QueenShop,"['甜美', '日系']"
緹花造型雙綁帶背心罩衫,100,NT. 490,https://photo.queenshop.com.tw/01099027/01099027-99.jpg,緹花造型雙綁帶背心罩衫選用100%的純棉面料細緻緹花紋理 增添層次感雙綁帶設計 輕鬆營造隨興感搭配洋裝或襯衫都好看有型!,上衣,QueenShop,"['簡約', '休閒']"
簡約蕾絲下擺造型寬版背心,150,NT. 490,https://photo.queenshop.com.tw/01099024/01099024-99.jpg,簡約蕾絲下擺造型寬版背心選用100%的純棉面料蕾絲下擺設計 微微透出浪漫氣息寬版剪裁帶來舒適感與自由度外搭寬T 微露下擺蕾絲展現獨特魅力,上衣,QueenShop,"['簡約', '甜美']"
立體光澤緹花紋理罩衫背心 三色售,170,NT. 590,https://photo.queenshop.com.tw/01098784/01098784-01.jpg,立體光澤緹花紋理罩衫背心選用特殊光澤感面料製成質感立體緹花紋理後鬆緊設計合適所有身型簡單搭配就日系時髦感十足,上衣,QueenShop,['日系']
荷葉緹花傘擺罩衫背心 兩色售,170,NT. 490,https://photo.queenshop.com.tw/01098909/01098909-08.jpg,荷葉緹花傘擺罩衫背心選用柔軟親膚的緹花布料荷葉剪接設計 為穿搭增添立體度傘擺版型 看起來更俏皮可愛搭配襯衫與裙裝 展現日系甜美Look!,上衣,QueenShop,"['日系', '甜美']"
大V領鏤空側開衩針織罩衫背心 四色售,230,NT. 490,https://photo.queenshop.com.tw/01099022/01099022-01.jpg,大V領鏤空側開衩針織罩衫背心 選用舒適親膚的針織面料鏤空針織細節 創造層次感大V領設計 修飾頸部線條搭配背心 展現夏日休閒LOOK!,上衣,QueenShop,"['休閒', '簡約']"
棉花糖 點點網紗層次蛋糕裙 三色售M/L/XL,350,NT. 790,https://photo.queenshop.com.tw/03021609/03021609-01.jpg,棉花糖 點點網紗層次蛋糕裙選用舒適柔軟的親膚面料蛋糕裙設計 舞動出浪漫氛圍柔軟鬆緊腰頭 無拘自在的穿著體驗搭配木耳邊上衣 展現日系穿搭風格！,下身,QueenShop,"['日系', '甜美']"
胸前荷葉設計細肩洋裝 三色售,500,NT. 790,https://photo.queenshop.com.tw/01086967/01086967-01.jpg,胸前荷葉設計細肩洋裝選用滑順柔軟的親膚面料胸前荷葉設計 為造型增添亮點與立體度調節式肩帶 可自由調整至舒適長度再搭配一件針織罩衫 展現氣質溫柔Look!,連身,QueenShop,"['優雅', '甜美']"
荷葉肩帶剪接傘擺背心 五色售,150,NT. 490,https://photo.queenshop.com.tw/01150380/01150380-01.jpg,荷葉肩帶剪接傘擺背心選用舒適親膚的100%純棉面料荷葉造型彈性肩帶與彈性領圍修飾肩頸線條同時不限身形傘擺設計 修飾腹部與臀部曲線單穿搭配牛仔褲就夏日氣息滿滿!,上衣,QueenShop,"['日系', '甜美']"
素面木耳邊造型透膚上衣 五色售,100,NT. 290,https://photo.queenshop.com.tw/01098349/01098349-01.jpg,素面木耳邊造型透膚上衣選用舒適柔軟的人造衣料透膚輕薄若隱若現穿著不悶熱木耳邊造型增添整體設計感簡單單穿就有型好看外加洋裝也是不錯的選擇！,上衣,QueenShop,"['甜美', '簡約']"
立體蝴蝶結羽毛綁帶網紗背心 兩色售,120,NT. 490,https://photo.queenshop.com.tw/01098873/01098873-01.jpg,立體蝴蝶結羽毛綁帶網紗背心選用柔軟網紗面料立體蝴蝶結網紗讓穿搭更有層次感可當罩衫的前雙綁帶設計簡單搭配就能輕鬆打造日系感穿搭!,上衣,QueenShop,"['日系', '甜美']"
立體紋理素面削肩背心 五色售,120,NT. 290,https://photo.queenshop.com.tw/01150441/01150441-01.jpg,立體紋理素面削肩背心選用柔軟親膚面料立體紋理設計增添整體造型感削肩剪裁 修飾手臂線條多色設計 打造多種風格穿搭!,上衣,QueenShop,"['簡約', '休閒']"
撞色車線剪接寬版牛仔褲 S/M/L,770,NT. 790,https://photo.queenshop.com.tw/04011805/04011805-99.jpg,撞色車線剪接寬版牛仔褲選用經典好穿搭的原色牛仔布料寬版版型 修飾雙腿線條合適任何身形撞色車線剪接設計 為整體搭配增添亮點搭配背心與襯衫 展現休閒率性Look!,下身,QueenShop,"['休閒', '街頭']"
前單口袋直條紋寬版襯衫 兩色售,220,NT. 490,https://photo.queenshop.com.tw/01025542/01025542-06.jpg,前單口袋直條紋寬版襯衫選用柔軟棉質面料休閒日常的襯衫單品條紋設計經典又百搭搭配褲裝 打造日系休閒穿搭LOOK!,上衣,QueenShop,"['日系', '休閒']"
透膚荷葉剪接排釦洋裝罩衫 兩色售,210,NT. 790,https://photo.queenshop.com.tw/01098820/01098820-01.jpg,透膚荷葉剪接排釦洋裝罩衫選用輕盈飄逸的網紗面料荷葉剪接設計 為整體穿搭增添立體度排釦造型 有亮點又能自由選擇釦法半開釦搭配褲裝 展現質感多層次風格~,連身,QueenShop,"['優雅', '甜美']"
立體花朵緹花罩衫背心 兩色售,230,NT. 590,https://photo.queenshop.com.tw/01098915/01098915-01.jpg,立體花朵緹花罩衫背心選用舒適親膚的柔軟布料鏤空設計 若隱若現增添層次感立體緹花造型 別緻亮眼又有立體度內搭素T 展現清爽春日穿搭!,上衣,QueenShop,"['日系', '甜美']"
刷色立體壓線繭型牛仔褲 兩色售,670,NT. 690,https://photo.queenshop.com.tw/04011823/04011823-01.jpg,刷色立體壓線繭型牛仔褲選用透氣舒適的牛仔布料刷色設計 為整體增添復古氣息立體壓線設計 亮眼又有設計感上身搭配T恤 展現日系休閒穿搭~,下身,QueenShop,"['復古', '日系']"
